Fact++,Expressivity,Profile,class_count,obj_property_count,dataproperty_count,indiv_count,datatypes_count,Axioms_count,AxiomsLogical_count,Tbox_size,Abox_size,Rbox_size,Tbox_ratio,Abox_ratio,Rbox_ratio,GCI,PCD,NPCD,GCI_Ratio,PCD_Ratio,NPCD_Ratio,MaxNesting,AvgNesting,ClsDisjoinedRatio,ClsWithNominalsRatio,IndivSameRatio,IndivDiffRatio,NominalsTBoxRatio,Intersection,Union,Existentiel,Universal,LeastCardinality,MostCardinality,ExactCardinality,Complement,OneOf,HasValue,HasSelf,IntersectionR,UnionR,ExistentielR,UniversalR,LeastCardinalityR,MostCardinalityR,ExactCardinalityR,avgValuesCard,LogestMCard,LogestLCard,LogestECard,ComplementR,OneOfR,HasValueR,HasSelfR,MaxACC,OntoCCDensity,InversePropRatio,TransitivePropRatio,ReflexivePropRatio,IrreflexivePropRatio,SymmetricPropRatio,AsymmetricPropRatio,FunctionalPropRatio,InverseFuncPropRatio,HierarchyPropRatio,TransitiveObjectProperty,ObjectPropertyDomain,SubObjectPropertyOf,SubClassOf,ClassAssertion,DataPropertyRange,FunctionalObjectProperty,ObjectPropertyRange,InverseFunctionalObjectProperty,InverseObjectProperties,DisjointClasses,FunctionalDataProperty,AttRichness,RRichness,HC_Max_Sibling,HC_Avg_Sibling,C_TangledClass,C_MaxTangledness,C_CENTRALITY,HC_MAX_DEPTH,HC_Cohesion,HP_Max_Sibling,HP_Avg_Sibling,P_Tangledness,MAX_PTangledness,OP_Cohesion,P_CENTRALITY,HP_MAX_DEPTH,HP_Cohesion,Onto_Cohesion,CyclicClsRatio,CyclicClsCount,UI,EUR,CUR,SymmetricObjectProperty,EquivalentClasses,DataPropertyDomain,ObjectPropertyAssertion,SubPropertyChainOf,DisjointUnion,DifferentIndividuals,EquivalentDataProperties,SameIndividual,EquivalentObjectProperties,DataPropertyAssertion,SubDataPropertyOf,ReflexiveObjectProperty,IrrefexiveObjectProperty,AsymmetricObjectProperty,DisjointObjectProperties
Timeout,ALEH+,DL,2375,35,0,7,0,15622,13212,5112,8085,15,38.692,0.463,0.114,654,2915,1,12.793,57.023,0.02,11,2.587,0,0,0,0,0,657,0,1636,0,0,0,0,0,0,0,0,28.652,0,71.348,0,0,0,0,0,0,0,0,0,0,0,0,5,0.09,0,76.406,0,0,0,0,0,0,17.848,0.023,0,0.091,33.719,61.194,0,0,0,0,0,0,0,0,0,475,6.418,0.168,5,0.199,11,0.011,4,1.714,2.857,2,0,0.103,3,0.044,0.028,0,0,0,0,0,0,4.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,ALE,DL,873,2,0,7,0,4406,3531,1333,2198,0,37.751,1.763,0,0,1333,0,0,100,0,3,2.464,0,0,0,0,0,0,0,619,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.464,0,0,0,0,0,0,0,0,0,0,0,0,37.751,62.249,0,0,0,0,0,0,0,0,0,59,2.845,0.115,2,0.066,9,0.009,0,0,0,1,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exec_err,ALE+,DL,20977,9,0,0,0,303335,282349,38375,243972,2,13.591,0.031,0.001,0,38375,0,0,100,0,3,2.303,0,0,0,0,0,0,0,11625,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.303,0,8.422,0,0,0,0,0,0,0,0.001,0,0,13.591,86.408,0,0,0,0,0,0,0,0,0,235,4.461,0.033,9,0.011,19,0.007,0,0,0,1,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exec_err,ALE+,DL,31850,9,0,0,0,571744,539885,69312,470571,2,12.838,0.016,0,0,69312,0,0,100,0,3,2.352,0,0,0,0,0,0,0,24421,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.352,0,10.597,0,0,0,0,0,0,0,0,0,0,12.838,87.161,0,0,0,0,0,0,0,0,0,504,5.767,0.016,9,0.016,19,0.006,0,0,0,1,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exec_err,AL,RL,14892,0,0,0,0,490205,475313,21034,454279,0,4.425,0.02,0,0,21034,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.425,95.575,0,0,0,0,0,0,0,0,0,2326,4.394,0.034,8,0.156,20,0.013,0,0,0,1,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,ALE,DL,8629,1,0,6,0,91663,83033,9082,73951,0,10.938,0.107,0,0,9082,0,0,100,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.938,89.062,0,0,0,0,0,0,0,0,0,2368,5.099,0.023,3,0.274,14,0.002,0,0,0,1,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timeout,ALERIF+,DL,88024,79,0,6,0,341755,253652,132302,121263,87,52.159,0.019,0.034,1162,129514,350,0.878,97.893,0.265,5,2.357,0,0,0,0,0,1512,0,44247,0,0,0,0,0,0,0,0,3.304,0,96.696,0,0,0,0,0,0,0,0,0,0,0,0,2,0.173,0,0,0,0,0,0,3.417,0,81.874,0.008,0,0.017,51.563,47.807,0,0,0,0,0.004,0,0,0,0,2368,3.185,0.002,3,-0.247,20,0,8,2.625,1.266,2,0,0.091,3,0.03,0.015,0,1,0,0,0,0.001,0.596,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0
Exec_err,SRIF,DL,35706,101,0,9,0,600936,565129,73961,491054,114,13.087,0.015,0.02,281,73088,0,0.38,98.82,0,7,2.344,0.311,0,0,0,0,281,0,24892,0,0,0,0,0,0,0,0,1.116,0,98.884,0,0,0,0,0,0,0,0,0,0,0,0,3,0.113,0,11.96,0,0,0,0,0,0,0.828,0.005,0.002,0.008,13.027,86.892,0,0,0.002,0,0.002,0.011,0,0,0.001,938,5.652,0.014,9,0.026,19,0.005,8,2.529,0.99,2,0,0.073,3,0.018,0.008,0.001,1,0,0,0,0,0.05,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
Correct,ALEH+,DL,3832,4,0,0,0,23394,19558,7277,12278,3,37.207,0.321,0.015,0,7277,0,0,100,0,3,2.435,0,0,0,0,0,0,0,3163,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.435,0,90.515,0,0,0,0,0,0,9.485,0.005,0,0.01,37.207,62.777,0,0,0,0,0,0,0,0,0,241,4.303,0.078,6,0.063,15,0.005,2,2,0,1,0,0.667,2,0.667,0.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SRI,DL,7802,21,0,22,0,50419,42596,19438,23122,36,45.633,0.127,0.085,0,19377,0,0,99.686,0,3,2.464,0.487,0,0,0,0,0,0,9023,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.464,65.411,69.157,0,0,0,0,0,0,93.683,0.007,0.021,0.023,45.49,54.282,0,0,0.007,0,0.007,0.143,0,0,0.003,240,5.927,0.026,4,0.03,15,0.007,6,2.5,0,1,0,0.279,3,0.11,0.039,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0
Timeout,SRI,DL,8022,25,0,22,0,46166,38119,15998,22079,42,41.969,0.152,0.11,93,13945,1784,0.581,87.167,11.151,13,2.837,0.536,0,0,0,0,1877,0,9433,0,0,0,0,0,0,0,0,16.596,0,83.404,0,0,0,0,0,0,0,0,0,0,0,0,6,0.118,62.843,66.426,0,0,0,0,0,0,89.918,0.008,0.024,0.031,36.874,57.921,0,0,0.018,0,0.008,0.171,0,0,0.004,240,4.976,0.037,4,0.03,14,0.002,6,2.4,0,1,0,0.228,3,0.09,0.031,0,0,0,0,0,0,4.924,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0
Correct,AL,RL,6602,0,0,0,0,18555,11953,6603,5350,0,55.241,0.374,0,0,6603,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.241,44.759,0,0,0,0,0,0,0,0,0,207,4.192,0.03,3,0.031,36,0.008,0,0,0,1,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,ALE+,DL,718,1,0,1,0,1791,1072,725,346,1,67.631,3.011,0.093,0,725,0,0,100,0,3,2.007,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.007,0,100,0,0,0,0,0,0,0,0.093,0,0,67.631,32.276,0,0,0,0,0,0,0,0,0,64,5.902,0.139,2,0.088,8,0.015,0,0,0,1,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timeout,ALEI+,DL,75141,2,0,0,0,240929,165786,119558,46225,3,72.116,0.017,0.002,0,119558,0,0,100,0,3,2.371,0,0,0,0,0,0,0,44414,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.371,100,100,0,0,0,0,0,0,0,0.001,0,0,72.116,27.882,0,0,0,0,0.001,0,0,0,0,247,3.024,0.001,2,0.014,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,ALEH+,DL,78979,7,0,0,0,247812,168826,121708,47114,4,72.091,0.017,0.002,0,121708,0,0,100,0,3,2.351,0,0,0,0,0,0,0,42734,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.351,0,0,0,0,0,0,0,0,81.235,0.001,0,0.002,72.091,27.907,0,0,0,0,0,0,0,0,0,218,3.053,0,1,0.009,20,0,3,3,0,1,0,0.5,2,0.286,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,ALEH+,DL,78979,7,0,0,0,247812,168826,121708,47114,4,72.091,0.017,0.002,0,121708,0,0,100,0,3,2.351,0,0,0,0,0,0,0,42734,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.351,0,0,0,0,0,0,0,0,81.235,0.001,0,0.002,72.091,27.907,0,0,0,0,0,0,0,0,0,218,3.053,0,1,0.009,20,0,3,3,0,1,0,0.5,2,0.286,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timeout,ALE+,DL,150979,2,0,0,0,533136,382155,167349,214804,2,43.791,0.015,0.001,0,167349,0,0,100,0,3,2.937,0,0,0,0,0,0,0,156743,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.937,0,100,0,0,0,0,0,0,0,0.001,0,0,43.791,56.209,0,0,0,0,0,0,0,0,0,824,17.106,0.002,4,0.094,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,AL,RL,940,0,0,0,0,3322,2382,937,1445,0,39.337,2.547,0,0,937,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.337,60.663,0,0,0,0,0,0,0,0,0,96,5.48,0.106,2,0.1,8,0.008,0,0,0,1,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exec_err,SRI,DL,89930,194,0,22,0,469810,379686,115016,264461,209,30.292,0.018,0.055,15867,64784,62,13.795,56.326,0.054,33,2.627,0.073,0,0,0,0,15929,0,34035,0,0,0,0,0,0,0,0,31.881,0,68.119,0,0,0,0,0,0,0,0,0,0,0,0,16,0.027,25.353,22.797,0,0,0,0,0,0,87.918,0.007,0.01,0.019,26.059,69.653,0,0,0.01,0,0.006,0.038,0,0,0.002,1445,2.607,0.007,8,-0.258,20,0,9,2.84,0.515,2,0,0.043,4,0.008,0.003,0,0,0,0,0,0,4.195,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0
Exec_err,SRI,DL,66045,61,0,11,0,924683,858577,134684,723816,77,15.687,0.01,0.009,2576,127040,52,1.913,94.324,0.039,7,2.321,0.009,0,0,0,0,2590,38,37999,0,0,0,0,0,0,0,0,6.375,0.094,93.531,0,0,0,0,0,0,0,0,0,0,0,0,3,0.101,4.824,19.851,0,0,0,0,0,0,22.693,0.002,0,0.004,15.38,84.304,0,0,0,0,0.002,0.001,0,0,0,1552,4.722,0.009,9,1.532,19,0.002,5,2.615,1.639,2,0,0.067,3,0.042,0.022,0,0,0,0,0,0,0.306,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
Exec_err,SH,DL,27890,4,0,7,0,323032,295138,50954,244181,3,17.264,0.028,0.001,3608,36654,0,7.081,71.935,0,5,2.361,0.011,0,0,0,0,3608,0,11187,0,0,0,0,0,0,0,0,24.387,0,75.613,0,0,0,0,0,0,0,0,0,0,0,0,2,0.145,0,36.909,0,0,0,0,0,0,63.091,0,0,0.001,16.041,82.735,0,0,0,0,0,0.001,0,0,0,1363,4.193,0.011,6,0.049,15,0.002,2,2,0,1,0,0.667,2,0.667,0.335,0,0,0,0,0,0,1.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exec_err,SR,DL,36115,8,0,12,0,435808,399685,74385,325290,10,18.611,0.02,0.003,4145,56699,0,5.572,76.224,0,5,2.342,0.008,0,0,0,0,4145,0,17153,0,0,0,0,0,0,0,0,19.462,0,80.538,0,0,0,0,0,0,0,0,0,0,0,0,2,0.143,0,38.419,0,0,0,0,0,0,61.581,0.001,0,0.001,17.573,81.387,0,0,0,0,0,0.001,0,0,0,1548,4.305,0.008,8,0.043,15,0.004,2,2,0,1,0,0.286,2,0.143,0.073,0,0,0,0,0,0,1.037,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0
Timeout,SH,DL,27882,4,0,7,0,241966,214080,50941,163136,3,23.795,0.036,0.001,3608,36641,0,7.083,71.928,0,5,2.361,0.011,0,0,0,0,3608,0,11187,0,0,0,0,0,0,0,0,24.387,0,75.613,0,0,0,0,0,0,0,0,0,0,0,0,2,0.145,0,36.909,0,0,0,0,0,0,63.091,0,0,0.001,22.109,76.203,0,0,0,0,0,0.001,0,0,0,1363,4.192,0.011,6,0.049,15,0.002,2,2,0,1,0,0.667,2,0.667,0.335,0,0,0,0,0,0,1.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timeout,ALER+,DL,30169,5,0,8,0,268374,238200,57795,180400,5,24.263,0.032,0.002,4145,40918,0,7.172,70.799,0,5,2.379,0,0,0,0,0,4145,0,13640,0,0,0,0,0,0,0,0,23.306,0,76.694,0,0,0,0,0,0,0,0,0,0,0,0,2,0.154,0,38.043,0,0,0,0,0,0,61.957,0.001,0,0.001,22.523,75.735,0,0,0,0,0,0,0,0,0,1425,4.264,0.017,7,0.047,15,0.003,2,2,0,1,0,0.5,2,0.4,0.201,0,0,0,0,0,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,ALC,RL,70,0,0,0,0,514,444,84,360,0,18.919,18.262,0,0,76,0,0,90.476,0,2,2,22.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.117,81.081,0,0,0,0,0,1.802,0,0,0.095,13,2.621,1.429,2,0.176,6,0.14,0,0,0,1,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,S,DL,2726,8,0,0,0,16818,14084,13461,620,3,95.577,0.031,0.021,0,13458,0,0,99.978,0,3,2.76,0.11,0,0,0,0,0,0,10238,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.761,0,50.547,0,0,0,0,0,0,0,0.021,0,0,95.555,4.402,0,0,0,0,0,0.021,0,0,0,357,20,0.11,4,0.131,12,0.007,0,0,0,1,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,ALE,DL,8342,1,0,0,0,33367,25024,8339,16685,0,33.324,0.266,0,0,8339,0,0,100,0,3,2.997,0,0,0,0,0,0,0,8316,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.997,0,0,0,0,0,0,0,0,0,0,0,0,33.324,66.676,0,0,0,0,0,0,0,0,0,23,23,0,1,0.003,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SHOIN(D),DL,3034,500,32,1140,6,10273,6708,3910,2165,633,58.289,0.481,9.436,253,3202,294,6.471,81.893,7.519,4,2.109,3.395,6.823,0.175,0.175,0,0,2,95,311,5,0,10,0,0,0,213,0,0.314,14.937,48.899,0.786,0,1.572,6.784,0,1,2,0,0,0,33.491,1,0.163,4.276,2.375,0,0,0.238,0,0,0,62.47,0.119,0.88,4.592,52.937,18.128,0.268,0,2.49,0,0.149,0.865,0,0.011,0.106,53,3.885,0.066,3,0.017,11,0.003,35,4.889,0.2,2,0,0.07,5,0.007,0.003,0.333,41,0,0,0,0.045,4.487,0.209,6.828,0,0,1.103,0.06,3.086,0.626,3.131,0,0,0,0,0
Correct,SROIN(D),DL,745,66,4,23,2,2461,1648,1380,111,157,83.738,0.409,9.527,103,820,11,7.464,59.42,0.797,20,2.713,20.134,0.671,0,26.087,113.043,232,30,398,58,1,0,1,5,5,0,0,31.781,4.11,54.521,7.945,0.137,0,0.137,7.3,0,1,1,0.685,0.685,0,0,29,0.018,64.41,20.524,0,0,0,0,17.686,0,77.948,0.91,1.942,2.063,56.129,6.553,0.243,0.243,2.245,0,1.214,20.631,0.243,0.005,0.266,40,3.091,0.134,2,0.053,34,0.022,7,3.3,1.538,2,0,0.096,2,0.032,0.018,0.238,12,0,13,0,0,6.978,0.243,0,0.182,0,0.182,0,0,0,0,0,0,0,0,0
Correct,SHOIN(D),DL,174,48,4,20,2,655,430,280,52,98,65.116,2.812,22.791,16,200,4,5.714,71.429,1.429,7,2.375,21.839,2.299,0,25,95,9,13,46,4,1,0,1,0,4,0,0,11.538,16.667,58.974,5.128,1.282,0,1.282,0.78,0,1,1,0,5.128,0,0,3,0.093,48.077,21.154,0,0,0,0,11.538,0,90.385,3.488,3.023,6.512,50.233,11.628,0.93,0.698,2.791,0,3.488,10.233,0.93,0.023,0.192,16,3.652,0,1,0.083,9,0.068,8,4.667,2.083,2,0,0.152,2,0.05,0.039,0.996,9,0,0,0,0,4.651,0.93,0,0,0,0.465,0,0,0,0,0,0,0,0,0
Correct,AL+,RL,6801,1,0,0,0,46081,39279,7989,31289,1,20.339,0.203,0.003,0,7989,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,20.339,79.658,0,0,0,0,0,0,0,0,0,281,3.286,0.044,4,0.041,14,0.004,0,0,0,1,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SR,DL,9810,24,0,0,0,16524,6690,6678,7,5,99.821,0.002,0.075,3,0,6672,0.045,0,99.91,11,6.302,0,0,0,0,0,6671,4,11036,0,0,0,0,0,0,0,0,37.666,0.023,62.312,0,0,0,0,0,0,0,0,0,0,0,0,5,0.53,0,0.516,0,0,0,0,0,0,53.353,0.015,0,0.015,0.045,0.105,0,0,0,0,0,0,0,0,0,3,3,0,1,0,2,0,1,1,0,1,0,0.043,2,0.007,0.004,0,0,0,0,0,0,99.776,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0
Correct,ALE,DL,5949,2,0,0,0,17258,11307,10916,391,0,96.542,0.031,0,0,10916,0,0,100,0,3,2.667,0,0,0,0,0,0,0,7276,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.667,0,0,0,0,0,0,0,0,0,0,0,0,96.542,3.458,0,0,0,0,0,0,0,0,0,3639,1820,0,1,0.612,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,ALEH+,DL,9223,4,0,7,0,93964,84737,10610,74124,3,12.521,0.103,0.004,0,10610,0,0,100,0,3,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,0,0,0,0,0,0,0,0.001,0,0.002,12.521,87.475,0,0,0,0,0,0,0,0,0,766,6.421,0.033,4,0.083,15,0.002,2,2,0,1,0,0.667,2,0.667,0.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SR,DL,10288,7,0,11,0,130464,120169,11846,108314,9,9.858,0.075,0.007,0,11844,0,0,99.983,0,3,2.001,0.029,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,100,0,0,0,0,0,0,0,0.002,0,0.002,9.856,90.135,0,0,0,0,0,0.002,0,0,0,887,6.388,0.029,5,0.086,16,0.002,2,2,0,1,0,0.333,2,0.19,0.096,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0
Exec_err,ALEHIF+,DL,30334,81,0,7,0,398086,367671,49300,318292,79,13.409,0.024,0.021,315,48648,0,0.639,98.677,0,5,2.255,0,0,0,0,0,315,0,11943,0,0,0,0,0,0,0,0,2.57,0,97.43,0,0,0,0,0,0,0,0,0,0,0,0,2,0.124,0,8.222,0,0,0,0,0,0,0,0.006,0,0.011,13.323,86.57,0,0,0,0,0.003,0,0,0,0,767,4.885,0.016,9,0.025,19,0.004,8,3,1.235,2,0,0.102,4,0.03,0.017,0.001,1,0,0,0,0.001,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exec_err,SRIF,DL,42169,90,0,11,0,710072,667813,84290,583429,94,12.622,0.013,0.014,3115,77528,17,3.696,91.978,0.02,19,2.528,0.007,0,0,0,0,3132,0,32907,0,0,0,0,0,0,0,0,8.691,0,91.309,0,0,0,0,0,0,0,0,0,0,0,0,9,0.048,0,7.886,0,0,0,0,0,0,0,0.004,0,0.006,12.153,87.364,0,0,0,0,0.002,0,0,0,0,920,5.887,0.012,9,0.022,19,0.004,8,2.562,1.111,2,0,0.081,3,0.022,0.013,0,1,0,0,0,0,0.469,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0
Correct,ALE,DL,5879,5,0,0,0,13362,7478,3132,4346,0,41.883,0.777,0,0,0,3132,0,0,100,19,8.412,0,0,0,0,0,3132,0,8479,0,0,0,0,0,0,0,0,26.974,0,73.026,0,0,0,0,0,0,0,0,0,0,0,0,9,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,58.117,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SH,DL,25520,4,0,7,0,223694,198170,42998,155169,3,21.698,0.04,0.002,102,42766,0,0.237,99.46,0,5,2.162,0.012,0,0,0,0,102,0,6762,0,0,0,0,0,0,0,0,1.486,0,98.514,0,0,0,0,0,0,0,0,0,0,0,0,2,0.08,0,47.471,0,0,0,0,0,0,52.529,0.001,0,0.001,21.645,78.301,0,0,0,0,0,0.002,0,0,0,1246,4.055,0.012,6,0.049,15,0.003,2,2,0,1,0,0.667,2,0.667,0.335,0,0,0,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,ALEHIF+,DL,11427,82,0,7,0,115222,103713,14678,88955,80,14.153,0.083,0.077,169,14212,3,1.151,96.825,0.02,5,2.142,0,0,0,0,0,172,0,1744,0,0,0,0,0,0,0,0,8.977,0,91.023,0,0,0,0,0,0,0,0,0,0,0,0,2,0.065,0.516,96.846,0,0,0,0,0.516,0,0.86,0.022,0,0.041,13.987,85.77,0,0.001,0,0,0.011,0,0,0,0,774,6.239,0.026,4,0.068,15,0.002,8,2.867,1.22,2,0,0.101,4,0.03,0.016,0.002,1,0,0,0,0.002,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,ALE+,DL,8849,2,0,0,0,146151,137300,9243,128056,1,6.732,0.068,0.001,0,9243,0,0,100,0,3,2.646,0,0,0,0,0,0,0,5972,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.646,0,5.291,0,0,0,0,0,0,0,0.001,0,0,6.732,93.267,0,0,0,0,0,0,0,0,0,467,5.535,0.023,4,0.053,13,0.001,0,0,0,1,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,ALE+,DL,1864,2,0,0,0,18661,16795,2727,14067,1,16.237,0.499,0.006,0,2727,0,0,100,0,3,2.716,0,0,0,0,0,0,0,1952,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.716,0,99.898,0,0,0,0,0,0,0,0.006,0,0,16.237,83.757,0,0,0,0,0,0,0,0,0,80,5.132,0.161,4,0.043,7,0.002,0,0,0,1,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timeout,ALCH(D),DL,70576,116,73,0,1,171358,100593,100303,0,290,99.712,0,0.288,0,89758,10374,0,89.487,10.343,137,3.065,0.027,0,0,0,0,10596,38,51056,7825,0,0,0,0,0,0,0,15.243,0.055,73.446,11.257,0,0,0,0,0,0,0,0,0,0,0,68,0.01,0,0,0,0,0,0,0,0,18.266,0,0.098,0.017,89.229,0,0.073,0,0.096,0,0,0.17,0,0.001,0.003,3113,6.981,0.006,6,0.32,15,0,2,1.417,0,1,0,0.024,6,0.008,0.003,0,0,38,5,0,0,10.313,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SHOIN(D),DL,1162,57,1,17,3,8934,7715,7471,98,146,96.837,0.016,1.892,57,1699,1,0.763,22.741,0.013,13,2.139,50.775,0.086,0,35.294,41.176,126,47,618,30,3,0,0,0,1,0,0,15.273,5.697,74.909,3.636,0.364,0,0,16.5,0,2,0,0,0.121,0,0,8,0.014,80.338,11.06,0,0,0,0,0,0,80.645,0.194,0.48,0.48,23.15,1.257,0,0.013,0.454,0,0.259,72.936,0,0.001,0.754,178,5.276,0.258,4,0.152,12,0.016,8,4.111,1.754,2,0,0.124,3,0.047,0.021,0.047,8,2,0,0,0,0.752,0.013,0,0,0,0.013,0,0,0,0,0,0,0,0,0
